user_id,name,age,gender,city,registration_date,transaction_id,product_id,amount,payment_type,date,product_name,category,price,stock,day,month,year,payment_type_label,cateory_ordinal,price_category,amount_log,amount_sqrt,amount_scaler,amount_minmax,avg_monthly_spend,purchase_frequency,days_since_last_purchase,category_total_expenditure
U0109,Aarav Singh,34.0,Female,Chennai,2023-03-17,T000987,P001,30.28,Cash,2023-08-07,Product_001,Grocery,264.89,371,7,8,2023,0,4.0,Low,3.4429789156771102,5.502726596879042,-0.82221060093546,0.04137054902971609,49.00666666666667,3,275,8427.07
U0115,Aarav Verma,30.0,Male,Bhopal,2023-09-18,T000772,P001,36.28,UPI,2024-03-05,Product_001,Grocery,264.89,371,5,3,2024,4,4.0,Low,3.6184569898173904,6.023288138550239,-0.6900190010011433,0.05241742460507419,44.77333333333333,6,197,8427.07
U0117,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,T000622,P001,127.18,Net Banking,2024-02-19,Product_001,Grocery,264.89,371,19,2,2024,3,4.0,Low,4.853435526076081,11.27741105041401,1.3126837380037537,0.21977758957174942,102.84153846153846,13,236,8427.07
U0136,Anaya Bose,44.0,Other,Pune,2024-05-10,T000651,P001,37.57,UPI,2024-10-10,Product_001,Grocery,264.89,371,10,10,2024,4,4.0,Low,3.6524747722201365,6.129437168288781,-0.6615978070152653,0.05479250285377618,69.52000000000001,5,420,8427.07
U0154,Kiara Joshi,33.0,Male,Indore,2024-09-10,T000849,P001,132.41,Debit Card,2024-05-31,Product_001,Grocery,264.89,371,31,5,2024,2,4.0,Low,4.893427093190715,11.506954418958998,1.4279107492798326,0.22940678278160323,132.41,1,699,8427.07
U0171,Sai Patel,24.0,Other,Chennai,2022-11-20,T000056,P001,40.83,Net Banking,2024-08-12,Product_001,Grocery,264.89,371,12,8,2024,3,4.0,Low,3.733613785454107,6.389835678638379,-0.5897737043842866,0.060794638583054075,60.115,2,626,8427.07
U0174,Ira Kulkarni,34.0,Female,Hyderabad,2024-05-02,T000891,P001,52.3,Wallet,2024-05-24,Product_001,Grocery,264.89,371,24,5,2024,5,4.0,Low,3.975936331171799,7.231873892705818,-0.337067429176518,0.08191258239128031,50.701428571428565,7,219,8427.07
U0180,Reyansh Verma,53.0,Female,Bhopal,2022-04-27,T000668,P001,66.73,Debit Card,2025-10-13,Product_001,Grocery,264.89,371,13,10,2025,2,4.0,Low,4.215529213226812,8.16884324736373,-0.01914663133448638,0.10848031815001656,69.09142857142858,7,199,8427.07
U0196,Kabir Kulkarni,35.0,Other,Patna,2024-08-01,T000471,P001,115.31,Net Banking,2023-10-09,Product_001,Grocery,264.89,371,9,10,2023,3,4.0,Low,4.7562590403509475,10.73824939177704,1.0511646894670306,0.19792318739183265,88.99714285714286,7,252,8427.07
U0027,Vihaan Reddy,22.0,Other,Pune,2024-03-22,T000514,P002,69.37,Credit Card,2024-12-25,Product_002,Grocery,605.91,150,25,12,2024,1,4.0,Medium,4.253767035978457,8.328865468957943,0.039017672636612946,0.11334094340317413,60.365,4,491,8427.07
U0073,Aarohi Das,31.0,Other,Jaipur,2022-05-16,T000843,P002,104.29,Net Banking,2023-04-12,Product_002,Grocery,605.91,150,12,4,2023,3,4.0,Medium,4.656718447868668,10.212247548899311,0.8083727842543357,0.17763375925175828,84.952,5,196,8427.07
U0076,Ira Sharma,38.0,Other,Vadodara,2022-11-03,T000780,P002,86.16,UPI,2024-06-18,Product_002,Grocery,605.91,150,18,6,2024,4,4.0,Medium,4.467745510076419,9.282241108697834,0.40893383311947545,0.14425378355488452,71.53428571428572,7,199,8427.07
U0096,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,T000825,P002,153.93,UPI,2024-09-12,Product_002,Grocery,605.91,150,12,9,2024,4,4.0,Medium,5.042973402008201,12.406852945046138,1.9020379543775818,0.2690282431785543,68.59833333333334,6,226,8427.07
U0102,Kiara Sharma,28.0,Other,Vadodara,2023-12-05,T000565,P002,108.81,Wallet,2024-02-09,Product_002,Grocery,605.91,150,9,2,2024,5,4.0,Medium,4.698751599609622,10.431203190428226,0.9079571228715209,0.18595573885186137,82.49285714285715,7,437,8427.07
U0104,Anaya Kulkarni,25.0,Female,Hyderabad,2024-01-08,T000899,P002,94.61,Debit Card,2024-04-04,Product_002,Grocery,605.91,150,4,4,2024,2,4.0,Medium,4.560277417097355,9.726767191621274,0.595103669693638,0.1598114666568472,79.22,4,241,8427.07
U0112,Meera Iyer,31.0,Other,Bengaluru,2022-10-18,T000160,P002,33.24,Net Banking,2023-06-09,Product_002,Grocery,605.91,150,9,6,2023,3,4.0,Medium,3.5333945512735414,5.76541412215983,-0.756996078301197,0.04682034098022609,47.562,5,514,8427.07
U0128,Arjun Reddy,27.0,Male,Nagpur,2023-12-12,T000320,P002,85.7,Credit Card,2025-03-16,Product_002,Grocery,605.91,150,16,3,2025,1,4.0,Medium,4.462453883786496,9.257429448826494,0.398799143791178,0.14340685642744042,56.245000000000005,4,342,8427.07
U0128,Arjun Reddy,27.0,Male,Nagpur,2023-12-12,T000728,P002,68.47,Net Banking,2025-05-23,Product_002,Grocery,605.91,150,23,5,2025,3,4.0,Medium,4.2408950047047895,8.274660113865705,0.019188932646465325,0.1116839120668704,56.245000000000005,4,342,8427.07
U0152,Vivaan Mehta,34.0,Other,Indore,2023-11-09,T000748,P002,36.05,Wallet,2024-12-21,Product_002,Grocery,605.91,150,21,12,2024,5,4.0,Medium,3.6122683517420957,6.00416522091123,-0.6950863456652921,0.05199396104135212,59.41,4,212,8427.07
U0168,Saanvi Mehta,47.0,Female,Vadodara,2023-06-28,T000905,P002,106.16,Credit Card,2023-08-26,Product_002,Grocery,605.91,150,26,8,2023,1,4.0,Medium,4.674323044676408,10.303397497913005,0.8495724995671975,0.18107670213941154,51.00599999999999,5,684,8427.07
U0181,Aditya Bose,37.0,Female,Bengaluru,2023-08-14,T000784,P002,53.06,Net Banking,2023-12-04,Product_002,Grocery,605.91,150,4,12,2023,3,4.0,Medium,3.9900945408483017,7.284229540589726,-0.32032315985150445,0.08331185329749236,48.4,4,878,8427.07
U0002,Sai Reddy,30.0,Other,Hyderabad,2023-11-24,T000888,P003,63.01,Cash,2024-02-13,Product_003,Beauty,3027.98,127,13,2,2024,0,0.0,Very High,4.159039321153912,7.937883848986454,-0.10110542329376282,0.10163125529329453,64.84,6,733,8079.7300000000005
U0008,Ishaan Reddy,38.0,Male,Lucknow,2022-04-15,T000048,P003,36.89,UPI,2023-04-25,Product_003,Beauty,3027.98,127,25,4,2023,4,0.0,Very High,3.6346872250305093,6.073713855624086,-0.6765795216744878,0.05354052362190226,52.05666666666667,3,318,8079.7300000000005
U0012,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,T000087,P003,49.85,UPI,2025-10-05,Product_003,Beauty,3027.98,127,5,10,2025,4,0.0,Very High,3.928880122494569,7.060453243241541,-0.39104566581636385,0.07740177486467577,76.72625,8,207,8079.7300000000005
U0024,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,T000699,P003,112.61,Debit Card,2025-04-25,Product_003,Beauty,3027.98,127,25,4,2025,2,0.0,Very High,4.732771530581813,10.611785900591851,0.9916784694965879,0.1929520933829215,61.71545454545455,11,270,8079.7300000000005
U0035,Muhammad Reddy,38.0,Female,Pune,2023-07-07,T000245,P003,24.96,UPI,2024-11-24,Product_003,Beauty,3027.98,127,24,11,2024,4,0.0,Very High,3.2565568918358894,4.995998398718719,-0.939420486210554,0.03157565268623191,51.217999999999996,5,278,8079.7300000000005
U0045,Sai Chopra,20.0,Male,Mumbai,2022-03-14,T000923,P003,80.1,UPI,2025-01-07,Product_003,Beauty,3027.98,127,7,1,2025,4,0.0,Very High,4.395682961121367,8.949860334105779,0.2754203171858156,0.13309643922377284,85.19375,8,385,8079.7300000000005
U0046,Vivaan Ghosh,26.0,Male,Delhi,2024-05-30,T000681,P003,248.68,Cash,2025-05-08,Product_003,Beauty,3027.98,127,8,5,2025,0,0.0,Very High,5.520180097962524,15.769590990257166,3.9895636366736653,0.44347681997275096,131.065,4,204,8079.7300000000005
U0052,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,T000250,P003,28.92,UPI,2024-09-27,Product_003,Beauty,3027.98,127,27,9,2024,4,0.0,Very High,3.3985271531062766,5.377731863899501,-0.852174030253905,0.03886659056596826,63.350833333333334,12,204,8079.7300000000005
U0056,Aarohi Patel,39.0,Male,Vadodara,2024-05-06,T000656,P003,38.77,Credit Card,2025-03-26,Product_003,Beauty,3027.98,127,26,3,2025,1,0.0,Very High,3.6831128592195994,6.226556030423239,-0.6351594870284019,0.057001877968847814,77.48333333333333,3,400,8079.7300000000005
U0064,Ira Amin,22.0,Male,Delhi,2024-09-10,T000836,P003,140.39,Net Banking,2023-04-14,Product_003,Beauty,3027.98,127,14,4,2023,3,0.0,Very High,4.951522029603749,11.848628612628552,1.6037255771924737,0.24409912729682948,69.78285714285714,7,411,8079.7300000000005
U0065,Ira Gupta,38.0,Male,Bengaluru,2023-09-02,T000252,P003,96.84,Wallet,2024-01-27,Product_003,Beauty,3027.98,127,27,1,2024,5,0.0,Very High,4.583333491378917,9.840731680114036,0.6442348810025592,0.16391722207902196,58.042500000000004,4,200,8079.7300000000005
U0070,Anaya Ghosh,26.0,Female,Nagpur,2022-05-15,T000491,P003,43.97,Credit Card,2024-07-28,Product_003,Beauty,3027.98,127,28,7,2024,1,0.0,Very High,3.805995600782616,6.630987860040161,-0.5205934337519942,0.06657583680082482,58.925,2,321,8079.7300000000005
U0075,Reyansh Roy,18.0,Other,Surat,2023-09-19,T000589,P003,52.35,UPI,2024-04-05,Product_003,Beauty,3027.98,127,5,4,2024,4,0.0,Very High,3.976873977747762,7.235329985563893,-0.3359658325103986,0.08200463968774165,84.96,2,411,8079.7300000000005
U0116,Aditya Roy,34.0,Female,Patna,2022-07-19,T000181,P003,32.99,Credit Card,2025-01-25,Product_003,Beauty,3027.98,127,25,1,2025,1,0.0,Very High,3.5260663637080247,5.7436921923097515,-0.7625040616317935,0.0463600544979195,51.33090909090909,11,304,8079.7300000000005
U0126,Myra Gupta,49.0,Other,Surat,2022-08-29,T000751,P003,47.24,Credit Card,2023-04-26,Product_003,Beauty,3027.98,127,26,4,2023,1,0.0,Very High,3.87618855241893,6.8731361109758335,-0.44854901178779155,0.072596383989395,66.15166666666666,6,642,8079.7300000000005
U0127,Ishaan Nair,24.0,Female,Vadodara,2022-03-24,T000035,P003,197.62,Debit Card,2025-10-25,Product_003,Beauty,3027.98,127,25,10,2025,2,0.0,Very High,5.291393451475212,14.057738082636197,2.864613121232631,0.3494679088264535,130.4,2,187,8079.7300000000005
U0129,Arjun Das,32.0,Male,Indore,2023-02-22,T000334,P003,26.4,Credit Card,2023-03-21,Product_003,Beauty,3027.98,127,21,3,2023,1,0.0,Very High,3.3105430133940246,5.138093031466052,-0.9076945022263181,0.03422690282431785,62.84571428571429,7,425,8079.7300000000005
U0133,Diya Singh,23.0,Female,Indore,2023-07-06,T000686,P003,165.34,Net Banking,2023-05-22,Product_003,Beauty,3027.98,127,22,5,2023,3,0.0,Very High,5.1140338864405415,12.858460249967724,2.1534223135860073,0.2900357182310269,90.22999999999999,5,550,8079.7300000000005
U0135,Ishaan Mukherjee,24.0,Female,Mumbai,2023-02-03,T000470,P003,105.1,Credit Card,2023-04-10,Product_003,Beauty,3027.98,127,10,4,2023,1,0.0,Very High,4.664382045619937,10.251829105091442,0.8262186502454681,0.1791250874544316,58.055,8,363,8079.7300000000005
U0139,Kiara Reddy,38.0,Female,Pune,2022-02-21,T000043,P003,73.92,Cash,2023-05-21,Product_003,Beauty,3027.98,127,21,5,2023,0,0.0,Very High,4.316420877575887,8.597674104081872,0.13926296925346965,0.12171815738115402,85.75750000000001,4,312,8079.7300000000005
U0140,Ishaan Bose,22.0,Female,Chennai,2023-04-11,T000543,P003,37.53,UPI,2023-06-24,Product_003,Beauty,3027.98,127,24,6,2023,4,0.0,Very High,3.6514371586380663,6.126173356998641,-0.6624790843481606,0.05471885701660713,59.8075,4,674,8079.7300000000005
U0145,Aarav Kulkarni,34.0,Male,Kolkata,2022-05-10,T000302,P003,171.68,Credit Card,2023-06-16,Product_003,Beauty,3027.98,127,16,6,2023,1,0.0,Very High,5.151440170687277,13.10267148332736,2.293104770849935,0.301708583422322,67.94875,8,397,8079.7300000000005
U0153,Diya Gupta,26.0,Other,Lucknow,2022-01-13,T000428,P003,50.63,Net Banking,2023-04-10,Product_003,Beauty,3027.98,127,10,4,2023,3,0.0,Very High,3.9441028988915576,7.1154760908880865,-0.3738607578249027,0.07883786868947232,57.984,5,278,8079.7300000000005
U0025,Saanvi Bose,27.0,Female,Kolkata,2022-05-22,T000315,P004,38.63,UPI,2025-02-25,Product_004,Toys,2600.12,229,25,2,2025,4,7.0,Very High,3.679586407202344,6.215303693304134,-0.6382439576935359,0.05674411753875612,62.24166666666667,6,210,6015.99
U0025,Saanvi Bose,27.0,Female,Kolkata,2022-05-22,T000789,P004,47.82,Net Banking,2025-10-02,Product_004,Toys,2600.12,229,2,10,2025,3,7.0,Very High,3.888140064964814,6.915200647848188,-0.4357704904608077,0.07366424862834627,62.24166666666667,6,210,6015.99
U0038,Vivaan Ghosh,18.0,Other,Bengaluru,2022-03-29,T000991,P004,58.16,Wallet,2024-08-27,Product_004,Toys,2600.12,229,27,8,2024,5,7.0,Very High,4.080245637842599,7.626270385975047,-0.20796029990733544,0.09270169753654672,71.435,4,372,6015.99
U0039,Meera Gupta,21.0,Other,Ahmedabad,2022-05-12,T000187,P004,67.02,Net Banking,2023-07-31,Product_004,Toys,2600.12,229,31,7,2023,3,7.0,Very High,4.21980177957905,8.18657437515839,-0.012757370670994587,0.10901425046949219,51.09166666666667,6,224,6015.99
U0040,Meera Kapoor,33.0,Male,Jaipur,2023-06-25,T000790,P004,55.49,UPI,2023-01-08,Product_004,Toys,2600.12,229,8,1,2023,4,7.0,Very High,4.034063631337171,7.449161026585477,-0.2667855618781062,0.08778583790551238,91.0975,4,295,6015.99
U0053,Anaya Patel,26.0,Male,Chennai,2022-07-14,T000601,P004,95.87,Cash,2024-12-19,Product_004,Toys,2600.12,229,19,12,2024,0,7.0,Very High,4.573369873438294,9.791322688993557,0.6228639056798447,0.1621313105276724,52.748000000000005,5,356,6015.99
U0063,Anaya Verma,23.0,Male,Patna,2023-05-04,T000368,P004,29.82,Wallet,2024-04-07,Product_004,Toys,2600.12,229,7,4,2024,5,7.0,Very High,3.42816382989197,5.460769176590419,-0.8323452902637576,0.04052362190227197,43.135000000000005,2,392,6015.99
U0068,Sara Gupta,40.0,Female,Patna,2023-08-02,T000107,P004,117.52,Debit Card,2025-05-12,Product_004,Toys,2600.12,229,12,5,2025,2,7.0,Very High,4.775081722705364,10.840664186294122,1.0998552621095037,0.20199211989542287,79.6225,4,302,6015.99
U0096,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,T000474,P004,43.69,Cash,2025-09-16,Product_004,Toys,2600.12,229,16,9,2025,0,7.0,Very High,3.79974976294536,6.609841147864296,-0.5267623750822623,0.06606031594064143,68.59833333333334,6,226,6015.99
U0103,Muhammad Mehta,29.0,Female,Bengaluru,2024-08-29,T000327,P004,20.56,Cash,2024-02-03,Product_004,Toys,2600.12,229,3,2,2024,0,7.0,Very High,3.070839746040796,4.534313619501853,-1.0363609928290527,0.02347461059763596,36.5125,4,424,6015.99
U0106,Aadhya Singh,35.0,Other,Ahmedabad,2022-07-16,T000878,P004,42.23,Debit Card,2023-10-09,Product_004,Toys,2600.12,229,9,10,2023,2,7.0,Very High,3.7665346986795405,6.498461356351979,-0.558928997732946,0.06337224288397096,40.444,5,248,6015.99
U0119,Ira Roy,41.0,Male,Vadodara,2022-09-13,T000443,P004,46.72,Cash,2025-04-25,Product_004,Toys,2600.12,229,25,4,2025,0,7.0,Very High,3.8653505972297153,6.835202996254025,-0.4600056171154324,0.07163898810619729,114.93666666666667,6,296,6015.99
U0121,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,T000875,P004,99.26,Wallet,2023-05-26,Product_004,Toys,2600.12,229,26,5,2023,5,7.0,Very High,4.607766811835357,9.962931295557548,0.6975521596427335,0.16837279522774973,54.67714285714286,7,255,6015.99
U0126,Myra Gupta,49.0,Other,Surat,2022-08-29,T000698,P004,59.62,Debit Card,2024-07-27,Product_004,Toys,2600.12,229,27,7,2024,2,7.0,Very High,4.104624871629657,7.721398836998384,-0.1757936772566517,0.0953897705932172,66.15166666666666,6,642,6015.99
U0132,Aarav Chopra,32.0,Female,Bhopal,2022-01-07,T000716,P004,64.55,Wallet,2024-09-04,Product_004,Toys,2600.12,229,4,9,2024,5,7.0,Very High,4.182813210209709,8.034301463101817,-0.06717624597728823,0.1044666200243031,52.66833333333333,6,246,6015.99
U0142,Kiara Khan,42.0,Male,Bhopal,2022-01-20,T000998,P004,76.06,Credit Card,2024-05-29,Product_004,Toys,2600.12,229,29,5,2024,1,7.0,Very High,4.344584339198011,8.721238444166058,0.18641130656337593,0.1256582096696984,56.51,7,226,6015.99
U0153,Diya Gupta,26.0,Other,Lucknow,2022-01-13,T000904,P004,50.21,Wallet,2023-08-10,Product_004,Toys,2600.12,229,10,8,2023,5,7.0,Very High,3.935934825474459,7.08590149522275,-0.3831141698203049,0.07806458739919725,57.984,5,278,6015.99
U0159,Aditya Khan,22.0,Female,Kolkata,2024-02-08,T000583,P004,68.59,UPI,2023-01-20,Product_004,Toys,2600.12,229,20,1,2023,4,7.0,Very High,4.2426208788567585,8.28190799272728,0.02183276464515176,0.11190484957837757,100.2,3,196,6015.99
U0172,Vihaan Kapoor,25.0,Other,Pune,2022-07-16,T000989,P004,75.95,Debit Card,2024-06-30,Product_004,Toys,2600.12,229,30,6,2024,2,7.0,Very High,4.343155860284888,8.714929718592114,0.18398779389791348,0.1254556836174835,63.964,5,471,6015.99
U0173,Muhammad Joshi,31.0,Female,Patna,2024-09-27,T000685,P004,82.2,Debit Card,2024-04-02,Product_004,Toys,2600.12,229,2,4,2024,2,7.0,Very High,4.421247347827163,9.06642156531451,0.32168737716282664,0.1369628456751482,70.39666666666666,6,308,6015.99
U0185,Ira Bose,30.0,Female,Thane,2022-11-01,T000344,P004,129.66,Cash,2025-09-10,Product_004,Toys,2600.12,229,10,9,2025,0,7.0,Very High,4.872598529412604,11.386834503056589,1.367322932643271,0.22434363147623076,72.525,4,232,6015.99
U0195,Ishaan Reddy,33.0,Male,Delhi,2022-06-19,T000015,P004,45.19,Debit Card,2024-06-30,Product_004,Toys,2600.12,229,30,6,2024,2,7.0,Very High,3.832763324442514,6.722350779303324,-0.49371447509868316,0.06882203483448096,94.738,5,456,6015.99
U0006,Aarohi Mukherjee,30.0,Male,Thane,2023-08-27,T000724,P005,35.87,Debit Card,2025-06-27,Product_005,Books,1178.99,18,27,6,2025,2,1.0,High,3.607398212246053,5.989156868875618,-0.6990520936633217,0.05166255477409139,71.30499999999999,2,307,12529.84
U0012,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,T000938,P005,26.14,UPI,2024-10-05,Product_005,Books,1178.99,18,5,10,2024,4,1.0,High,3.301008654406723,5.112729212465687,-0.9134228048901384,0.033748204882719,76.72625,8,207,12529.84
U0027,Vihaan Reddy,22.0,Other,Pune,2024-03-22,T000781,P005,87.49,UPI,2023-12-15,Product_005,Books,1178.99,18,15,12,2023,4,1.0,High,4.482889551279259,9.353608929178085,0.4382363044382489,0.14670250764075557,60.365,4,491,12529.84
U0035,Muhammad Reddy,38.0,Female,Pune,2023-07-07,T000248,P005,31.06,Wallet,2025-07-26,Product_005,Books,1178.99,18,26,7,2025,5,1.0,High,3.467609147181407,5.573149917237109,-0.8050256929439987,0.04280664285451264,51.217999999999996,5,278,12529.84
U0074,Diya Gupta,44.0,Male,Kanpur,2022-10-19,T000182,P005,38.11,Wallet,2023-07-04,Product_005,Books,1178.99,18,4,7,2023,5,1.0,High,3.666378188767423,6.17332973362026,-0.6497005630211767,0.05578672165555841,60.69333333333333,6,438,12529.84
U0082,Ishaan Verma,34.0,Male,Lucknow,2024-02-29,T000558,P005,61.0,UPI,2023-04-02,Product_005,Books,1178.99,18,2,4,2023,4,1.0,High,4.127134385045092,7.810249675906654,-0.14538960927175884,0.09793055197554956,57.357142857142854,7,210,12529.84
U0092,Reyansh Patel,39.0,Female,Delhi,2024-05-29,T000242,P005,53.54,UPI,2024-05-08,Product_005,Books,1178.99,18,8,5,2024,4,1.0,High,3.9989343774174424,7.3171032519706865,-0.3097478318567592,0.084195603343521,45.8,2,722,12529.84
U0097,Aarohi Nair,34.0,Male,Hyderabad,2024-06-17,T000541,P005,18.09,Net Banking,2025-09-08,Product_005,Books,1178.99,18,8,9,2025,3,1.0,High,2.949164637737656,4.253234063627348,-1.0907798681353464,0.018926980152446878,85.14,6,234,12529.84
U0123,Aarohi Roy,43.0,Male,Bhopal,2023-04-06,T000633,P005,29.89,Debit Card,2025-02-23,Product_005,Books,1178.99,18,23,2,2025,2,1.0,High,3.43043250693049,5.4671747731346585,-0.8308030549311906,0.040652502117317815,51.17285714285715,7,400,12529.84
U0130,Anaya Kapoor,27.0,Female,Indore,2022-03-05,T000180,P005,33.62,UPI,2025-08-03,Product_005,Books,1178.99,18,3,8,2025,4,1.0,High,3.544431549748063,5.79827560572969,-0.7486239436386904,0.04751997643333209,35.656,5,189,12529.84
U0149,Aarav Singh,36.0,Other,Nagpur,2023-02-11,T000413,P005,64.58,Credit Card,2025-05-17,Product_005,Books,1178.99,18,17,5,2025,1,1.0,High,4.1832707714165025,8.036168241145775,-0.06651528797761663,0.1045218544021799,66.35,2,348,12529.84
U0151,Kabir Kulkarni,34.0,Male,Patna,2024-03-12,T000655,P005,128.03,Credit Card,2024-06-20,Product_005,Books,1178.99,18,20,6,2024,1,1.0,High,4.860044935463755,11.315034246523517,1.3314108813277816,0.22134256361159182,71.11875,8,400,12529.84
U0182,Vivaan Reddy,25.0,Male,Patna,2024-08-29,T000283,P005,20.82,Cash,2024-08-17,Product_005,Books,1178.99,18,17,8,2024,0,1.0,High,3.0828269804049246,4.5628938186199335,-1.0306326901652325,0.023953308539234816,59.91181818181818,11,184,12529.84
U0024,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,T000125,P006,29.86,Credit Card,2025-06-03,Product_006,Clothing,3250.7,481,3,6,2025,1,2.0,Very High,3.4294608469350147,5.4644304369257,-0.8314640129308621,0.04059726773944102,61.71545454545455,11,270,9080.87
U0028,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,T000510,P006,151.09,Credit Card,2024-09-23,Product_006,Clothing,3250.7,481,23,9,2024,1,2.0,Very High,5.024472450884278,12.29186723000212,1.8394672637420053,0.26379938873955144,78.77333333333334,9,250,9080.87
U0033,Ishaan Amin,31.0,Male,Visakhapatnam,2024-07-23,T000725,P006,111.84,UPI,2023-09-08,Product_006,Clothing,3250.7,481,8,9,2023,4,2.0,Very High,4.725970886133796,10.57544325312183,0.9747138808383508,0.19153441101741722,71.74714285714286,7,451,9080.87
U0034,Vihaan Singh,23.0,Other,Visakhapatnam,2023-09-16,T000512,P006,51.52,Debit Card,2025-06-01,Product_006,Clothing,3250.7,481,1,6,2025,2,2.0,Very High,3.9611940494345954,7.177743377970544,-0.35425233716797905,0.08047648856648378,75.76333333333334,9,185,9080.87
U0039,Meera Gupta,21.0,Other,Ahmedabad,2022-05-12,T000919,P006,61.6,Cash,2023-06-03,Product_006,Clothing,3250.7,481,3,6,2023,0,2.0,Very High,4.136765278106052,7.848566748139434,-0.13217044927832713,0.09903523953308538,51.09166666666667,6,224,9080.87
U0045,Sai Chopra,20.0,Male,Mumbai,2022-03-14,T000052,P006,94.7,Cash,2025-02-22,Product_006,Clothing,3250.7,481,22,2,2025,0,2.0,Very High,4.5612182984589085,9.731392500562292,0.5970865436926529,0.15997716979047757,85.19375,8,385,9080.87
U0056,Aarohi Patel,39.0,Male,Vadodara,2024-05-06,T000641,P006,53.0,Credit Card,2023-10-14,Product_006,Clothing,3250.7,481,14,10,2023,1,2.0,Very High,3.9889840465642745,7.280109889280518,-0.3216450758508477,0.08320138454173877,77.48333333333333,3,400,9080.87
U0061,Aarohi Joshi,28.0,Male,Chennai,2022-10-31,T000949,P006,142.12,Net Banking,2025-06-28,Product_006,Clothing,3250.7,481,28,6,2025,3,2.0,Very High,4.963683439200464,11.921409312660982,1.6418408218402019,0.24728430975439109,86.66,7,306,9080.87
U0065,Ira Gupta,38.0,Male,Bengaluru,2023-09-02,T000625,P006,41.79,UPI,2023-12-05,Product_006,Clothing,3250.7,481,5,12,2023,4,2.0,Very High,3.7563044304287256,6.4645185435575945,-0.5686230483947959,0.06256213867511137,58.042500000000004,4,200,9080.87
